,Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
2126,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,22342,36,3,2,290,341176.4706
2127,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,25038,38,3,3,325,382352.9412
2128,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,25346,22,3,3,329,387058.8235
2129,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135,26431,28,3,2,300,352941.1765
2130,Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,940,36170,13,2,2,340,400000
2131,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1120,38839,10,3,2,435,511764.7059
2132,Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640,26875,2,1,1,172,202352.9412
2133,Unnamed Property,Kapurbawadi Thane Mumbai,Kapurbawadi Thane,1 to 5 Year,Ready To Move,Built Up Area,740,19189,8,2,2,142,167058.8235
2134,Unnamed Property,Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,744,18951,8,2,2,141,165882.3529
2135,Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,8800,9,2,2,110,129411.7647
2136,Unnamed Property,Kolshet Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,940,17234,25,2,4,162,190588.2353
2137,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1150,8260,7,2,2,95,111764.7059
2138,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1186,20657,1,2,2,245,288235.2941
2139,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1905,19947,1,3,3,380,447058.8235
2140,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690,8260,1,1,1,57,67058.82353
2141,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1335,10112,8,3,2,135,158823.5294
2142,Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935,26595,2,2,2,200,235294.1176
2143,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,8571,12,2,2,90,105882.3529
2144,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,660,6060,4,1,2,40,47058.82353
2145,Rajesh Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1075,7441,3,2,2,80,94117.64706
2146,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Carpet Area,1167,16966,3,3,3,198,232941.1765
2147,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Built Up Area,1062,16195,25,2,2,172,202352.9412
2148,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Built Up Area,1690,11834,4,3,3,200,235294.1176
2149,Unnamed Property,Anand Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,876,10844,6,2,2,95,111764.7059
2150,Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,877,8323,5,2,2,73,85882.35294
2151,Unnamed Property,1304 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680,16911,14,2,2,115,135294.1176
2152,Hiranandani Castle Rock ,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1230,26422,12,2,2,325,382352.9412
2153,Gurukrupa Aramus Complex ,1100 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100,6727,11,1,1,74,87058.82353
2154,Varsha Balaji Darshan ,300 Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130,9203,3,2,2,104,122352.9412
2155,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500,15200,13,3,3,228,268235.2941
2156,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500,15000,11,3,3,225,264705.8824
2157,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,9800,22,2,2,98,115294.1176
2158,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,9900,7,2,2,99,116470.5882
2159,Lodha Altia ,Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,1057,37617,29,2,2,240,282352.9412
2160,Atlantis ,1801 Panch Pakhadi Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,580,15517,18,1,2,90,105882.3529
2161,SKG Vijayashree ,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1775,21126,2,3,3,375,441176.4706
2162,Sabari Ashiana ,Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1600,26562,4,3,3,425,500000
2163,Godrej The Trees ,Off Eastern Express Highway Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1398,31473,12,3,2,440,517647.0588
2164,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2500,22067,3,3,3,395,464705.8824
2165,Sheth Auris Ilaria ,2609 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1006,16820,29,2,2,169,198823.5294
2166,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2815,24831,20,4,5,699,822352.9412
2167,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2279,24129,20,3,3,550,647058.8235
2168,Unnamed Property,1111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680,13235,11,2,2,88,103529.4118
2169,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735,9353,1,1,2,68.8,80941.17647
2170,Strawberry ONYX ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925,8918,1,2,2,82.5,97058.82353
2171,Unnamed Property,888 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1070,13274,8,2,2,90,105882.3529
2172,Rajesh Presidency ,Sector 3 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1600,8750,5,3,3,140,164705.8824
2173,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075,9279,2,2,2,100,117647.0588
2174,Hiranandani-Estate Brentford ,302 Ghodbunder Road Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,370,22972,3,1,1,85,100000
2175,Umiya Oasis ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,715,9020,15,1,2,64.5,75882.35294
2176,Sahakar Premier ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075,7674,2,2,2,82.5,97058.82353
2177,Unnamed Property,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1085,7695,5,2,2,83.5,98235.29412
2178,Janki Legacy ,Ramdev Park Ramdev Park Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735,8639,5,1,2,63.5,74705.88235
2179,RNA NG Silver Spring ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1095,8218,5,2,2,90,105882.3529
2180,Shree Tirupati Riviera ,Siddheshwar Garden Kolshet Road Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1290,14494,7,3,2,129,151764.7059
2181,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,765,17516,6,2,2,134,157647.0588
2182,Lodha Amara ,Lodha Amara 2bhk Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,672,14583,15,2,2,98,115294.1176
2183,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,955,16439,23,3,3,157,184705.8824
2184,Tulsi Aura ,Sector 8 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,635,12598,6,1,2,80,94117.64706
2185,Unnamed Property,Thakur Village Mumbai,Thakur Village,1 to 5 Year,Ready To Move,Carpet Area,1047,31041,20,3,3,325,382352.9412
2186,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1190,17931,8,2,2,137,161176.4706
2187,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,780,17692,10,2,2,138,162352.9412
2188,Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,704,6676,6,1,2,47,55294.11765
2189,Kalpataru Sunrise ,Kalpataru Sunrise Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1089,20569,15,3,3,224,263529.4118
2190,Lodha Sterling ,Lodha Sterling Kolshet Road Thane W Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1350,17647,7,2,2,159,187058.8235
2191,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1020,15476,6,2,2,104,122352.9412
2192,Unnamed Property,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1264,18196,9,2,2,230,270588.2353
2193,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbaik 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1280,18750,7,3,2,240,282352.9412
2194,Unnamed Property,1002 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,3385,20679,10,4,4,700,823529.4118
2195,Unnamed Property,1111 Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,900,11000,26,2,2,99,116470.5882
2196,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440,17361,6,3,2,250,294117.6471
2197,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1840,16304,4,3,3,300,352941.1765
2198,Sun Sundaram Tower ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1125,8711,9,2,2,98,115294.1176
2199,One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,1957,20950,4,3,3,410,482352.9412
2200,Runwal Eirene ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1650,11818,23,3,3,195,229411.7647
2201,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,620,6129,4,1,1,38,44705.88235
2202,Unnamed Property,0000 Bhaskar Colony Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,738,23712,4,2,2,175,205882.3529
2203,Unnamed Property,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725,7862,9,1,1,57,67058.82353
2204,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1280,23437,46,3,3,300,352941.1765
2205,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200,7000,1,2,2,84,98823.52941
2206,Unnamed Property,0000 Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,5 to 10 Year,Ready To Move,Carpet Area,1450,22413,10,4,4,325,382352.9412
2207,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,990,24747,3,2,2,245,288235.2941
2208,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379,40897,16,1,2,155,182352.9412
2209,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379,39577,16,1,2,150,176470.5882
2210,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1060,25283,14,2,2,268,315294.1176
2211,Delta Avenue ,0000 Uthalsar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050,16190,2,2,2,170,200000
2212,Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1900,22631,12,3,3,430,505882.3529
2213,Unnamed Property,Ghantali Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,340,16764,3,1,1,57,67058.82353
2214,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2377,44173,17,4,4,1050,1235294.118
2215,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300,38461,7,3,3,500,588235.2941
2216,Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1240,8870,8,2,2,110,129411.7647
2217,Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1600,20312,5,3,3,325,382352.9412
2218,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890,23370,21,2,2,208,244705.8824
2219,Dosti Imperia ,Garden Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1220,22207,11,2,2,163,191764.7059
2220,Unnamed Property,333 Ghatkopar East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680,37205,3,2,2,253,297647.0588
2221,Unnamed Property,302 Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1300,16923,3,3,2,220,258823.5294
2222,Dosti Imperia ,Opp  R Mall Manpada Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2200,19772,20,4,5,435,511764.7059
2223,Unnamed Property,3 Bhk Fully Furnished Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800,19444,0,3,3,350,411764.7059
2224,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,450,16888,1,1,2,76,89411.76471
2225,Unnamed Property,Charkop Sector 4 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Plot Area,250,34000,3,2,2,85,100000
2226,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1760,17613,9,3,3,310,364705.8824
2227,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1200,18333,3,2,2,220,258823.5294
2228,Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1120,17857,10,2,2,200,235294.1176
2229,Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,950,24736,24,3,3,235,276470.5882
2230,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1439,49272,37,2,2,440,517647.0588
2231,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2890,53763,55,5,5,1000,1176470.588
2232,Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440,23611,8,3,2,340,400000
2233,Unnamed Property,Hill Facing Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800,15000,12,3,3,270,317647.0588
2234,Cosmos Horizon 2 ,Pokhran 2 Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,700,19285,12,2,2,135,158823.5294
2235,Sadguru Complex ,1301 Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,800,33750,13,2,2,270,317647.0588
2236,Unnamed Property,Karanjade Navi Mumbai Mumbai,Karanjade Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,600,7000,5,1,1,42,49411.76471
2237,Hiranandani Rodas Enclave Eva ,Eva Near New Horizon School Rodas Enclave Hiranandani Estate Thane Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1250,18000,8,3,2,225,264705.8824
2238,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,24421,30,3,3,464,545882.3529
2239,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,25142,14,2,2,352,414117.6471
2240,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,24642,16,2,2,345,405882.3529
2241,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,40948,12,2,2,285,335294.1176
2242,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,42816,5,2,2,298,350588.2353
2243,Peninsula Celestia Spaces ,Celestia Spaces Next To Ashok Gardens Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,25789,20,3,3,490,576470.5882
2244,Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1110,31531,3,3,3,350,411764.7059
2245,Swaraj Imperial ,1203 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1225,10204,8,2,2,125,147058.8235
2246,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1416,19067,13,2,2,270,317647.0588
2247,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1310,20305,28,2,2,266,312941.1765
2248,Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,22875,2,3,2,315,370588.2353
2249,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,740,18243,5,2,2,135,158823.5294
2250,Unnamed Property,Pawar Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,13571,3,2,2,95,111764.7059
2251,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,21428,16,2,2,150,176470.5882
2252,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,22142,15,2,2,155,182352.9412
2253,Vaibhavlaxmi Aurigae Residency ,Thakur complex Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,657,15220,8,1,2,100,117647.0588
2254,Unnamed Property,Ap Shah Collage Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,450,12000,3,1,1,54,63529.41176
2255,Unnamed Property,At Santacruz Hasnabad Lane Santacruz West Mumbai South West Mumbai,Santacruz Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1650,40303,11,3,3,665,782352.9412
2256,Hiranandani Athena and Barca ,Athena Opp Poddar School Hiranandani Estate Patlipada thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,15700,7,2,2,157,184705.8824
2257,Unnamed Property,Madison Opp Arcadia Shopping Center Hiranandani Estate Patlipada Thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Super Built Up Area,875,12342,2,2,2,108,127058.8235
2258,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,386,19430,4,1,1,75,88235.29412
2259,Silver Oaks Apartment ,Vasant Garden Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Built Up Area,960,18750,4,2,2,180,211764.7059
2260,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1050,20476,5,3,2,215,252941.1765
2261,Kalpataru Siddhachal 8 ,Vasant Vihar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,688,22819,5,2,2,157,184705.8824
2262,SD Epsilon Tower ,Samta Nagar Kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1585,23028,31,3,3,365,429411.7647
